vType_id,vType_length,vType_vClass,flow_begin,flow_departPos,flow_departSpeed,flow_end,flow_id,flow_number,route_edges
,,,623.33,last,max,650.83,560_207,4,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 gneE42
,,,623.75,last,max,624.75,560_651,1,69232295#0 508466788#0 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 -10150738
,,,624.17,last,max,625.17,560_594,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 gneE29
,,,625.00,last,max,800.42,560_439,7,145218802#36 145218802#37 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,625.83,last,max,626.83,560_2,1,-10128856#0 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 -10133290#0 -10150790#3
,,,626.25,last,max,627.25,560_571,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 gneE15
,,,626.67,last,max,627.67,560_601,1,683763247#0 683763248 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,627.92,last,max,628.92,560_582,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 -10131659#5 10128856#0
,,,630.83,last,max,631.83,560_256,1,10131659#1 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 gneE31
,,,631.67,last,max,632.67,560_19,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,632.08,last,max,633.08,560_9,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,632.50,last,max,633.50,560_227,1,10124969#4 10124969#6 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 -10131659#5 10128856#0
,,,632.92,last,max,649.58,560_65,2,-10150792#4 -10150792#1 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,633.33,last,max,634.33,560_904,1,gneE8 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,633.75,last,max,646.25,560_754,3,gneE14 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,634.17,last,max,645.00,560_200,2,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,634.58,last,max,635.58,560_827,1,gneE27 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,635.00,last,max,636.00,560_99,1,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,635.42,last,max,717.50,560_96,4,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,635.83,last,max,648.33,560_805,2,gneE25 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,636.67,last,max,651.25,560_372,2,139051731#16 139051731#19 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,637.50,last,max,638.50,560_551,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 -139051731#19 -139051731#18
,,,638.75,last,max,649.17,560_174,2,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,639.17,last,max,640.17,560_25,1,-10137014#3 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -508466788#1 -69232295#3
,,,639.58,last,max,640.58,560_710,1,gneE10 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,640.83,last,max,641.83,560_451,1,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 -139051731#19 -139051731#18
,,,642.08,last,max,670.00,560_367,2,139051731#16 139051731#19 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,642.92,last,max,643.92,560_261,1,10131659#1 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,643.33,last,max,662.08,560_178,2,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,647.08,last,max,648.08,560_92,1,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,647.50,last,max,709.58,560_750,3,gneE14 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,647.92,last,max,705.83,560_670,5,749736413#1 749736413#1.127 -598977856#0 -10150738
,,,651.67,last,max,652.67,560_176,1,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,652.50,last,max,660.00,560_576,2,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1
,,,652.92,last,max,796.67,560_846,3,gneE30 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,653.75,last,max,762.92,560_482,6,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 -591388261#0
,,,655.00,last,max,656.00,560_205,1,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,655.42,last,max,656.42,560_650,1,69232295#0 508466788#0 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,656.67,last,max,693.33,560_574,11,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513874#0 692513874#1
,,,657.50,last,max,705.42,560_159,10,-32921656#0 683763238#1.51 692513882 692513882.119 692513882.255 692513874#0 692513874#1
,,,657.92,last,max,697.08,560_449,4,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,658.33,last,max,666.25,560_272,2,10131659#1 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,658.75,last,max,690.42,560_550,3,621228442#0 621228442#1 692513882 692513882.119 692513882.255 -10124969#6 -10124969#5
,,,659.58,last,max,660.58,560_115,1,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 -10150738
,,,660.42,last,max,693.75,560_445,4,363648686#0 363648686#2 363648686#3 363648686#5 -598977856#0 138668049
,,,661.25,last,max,662.25,560_203,1,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,661.67,last,max,662.67,560_63,1,-10150792#4 -10150792#1 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 138668049
,,,662.50,last,max,813.75,560_74,8,-10150792#4 -10150792#1 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,663.75,last,max,664.75,560_514,1,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,664.58,last,max,722.92,560_374,3,139051731#16 139051731#19 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 gneE5
,,,667.50,last,max,687.08,560_578,3,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 gneE5
,,,668.33,last,max,821.25,560_108,7,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,668.75,last,max,669.75,560_792,1,gneE2 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,669.17,last,max,670.17,560_168,1,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,671.25,last,max,745.00,560_547,18,621228442#0 621228442#1 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,672.50,last,max,706.67,560_901,2,gneE8 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,672.92,last,max,695.42,560_103,2,-146626846#5 -146626846#0 146626843#0 146626843#0.250 gneE42
,,,674.17,last,max,760.83,560_448,7,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 -591388261#0
,,,674.58,last,max,682.92,560_649,2,69232295#0 508466788#0 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,677.08,last,max,737.50,560_478,5,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 gneE1
,,,680.83,last,max,681.83,560_806,1,gneE25 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,681.25,last,max,837.92,560_188,21,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 gneE24
,,,684.58,last,max,685.58,560_577,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 gneE42
,,,686.67,last,max,811.25,560_303,4,10133292 10133290#0 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,688.33,last,max,802.50,560_788,6,gneE18 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,691.25,last,max,757.92,560_513,7,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 -591388261#0
,,,691.67,last,max,720.83,560_902,4,gneE8 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,692.50,last,max,693.50,560_402,1,145216628#1 145216628#2 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,697.92,last,max,698.92,560_821,1,gneE27 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,698.33,last,max,813.33,560_217,8,-69221466#3 -69221466#0 -69221466#0.18 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,700.83,last,max,803.75,560_868,9,gneE32 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,701.25,last,max,835.83,560_162,20,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -145216628#2 -145216628#1
,,,702.08,last,max,714.17,560_180,2,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 gneE42
